TIMESTAMP,TIMESTAMP,yy,mm,dd,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20000101,1/1/2000,2000,1,1,-0.229,1,142.539,78.845,1,229.89,0,1.093,1,99.342,1,0,0,2.004,0,-9999,0,5.875,1,151.625,1,-9999,0,399.54,1,-9999,1.463,2.308,3.594,-9999,1,1,0,-9999,1,11.1131,-9999,-9999,-9999,-9999,1.03455,17.5871,-9999,-9999,-9999,-9999,4.6568,1.61554,1,0.119813,1.59043,1.63274,1.74303,1,1,1,2.10414,2.289,2.35005,2.5221,0.720883,0.693447,0.718689,0.7333,1.83968,1.74048,1.88754,1.94915,0,0,0,0,-9999,-9999
20000102,1/2/2000,2000,1,2,5.625,1,143.166,26.737,1,308.797,0,0.358,1,99.02,1,2.179,0,2.577,0,-9999,0,-4.958333333,1,51.41666667,1,-9999,0,396.938,1,-9999,2.258,2.25,3.652,-9999,1,1,0,-9999,1,4.86301,-9999,-9999,-9999,-9999,0.730799,-16.3634,-9999,-9999,-9999,-9999,3.0218,1.6773,1,0.11913,1.61825,1.7016,1.79437,1,1,1,3.18357,3.05682,3.13727,3.18357,1.47538,1.25345,1.44042,1.46118,2.54562,2.40041,2.5457,2.55177,0,0,0,0,-9999,-9999
20000103,1/3/2000,2000,1,3,9.013,1,143.851,34.862,1,330.512,0,1.104,1,98.864,1,3.314,0,2.603,0,-9999,0,1.833333333,1,67.04166667,1,-9999,0,384.608,1,-9999,2.904,2.2,3.892,-9999,1,1,0,-9999,1,5.77906,-9999,-9999,-9999,-9999,0.89416,-8.03591,-9999,-9999,-9999,-9999,3.23328,1.63311,1,0.11905,1.55477,1.66992,1.75339,1,1,1,3.89898,3.48971,3.60865,3.64611,2.01043,1.58504,1.96814,1.97857,2.9815,2.79876,2.9233,2.95434,0,0,0,0,-9999,-9999
20000104,1/4/2000,2000,1,4,6.554,1,144.595,6.305,1,350.248,0,0.632,1,97.959,1,30.02,0,3.415,0.541667,1.062461538,0.541666667,-5.041666667,1,12.125,1,-9999,0,378.192,1,-9999,3.946,2.129,3.594,-9999,1,1,0,-9999,1,0.0418578,-9999,-9999,-9999,-9999,0.655073,-30.2475,-9999,-9999,-9999,-9999,3.00586,2.51171,1,0.145884,2.46582,2.53421,2.57668,1,1,1,3.40888,3.18608,3.26942,3.30507,0.755171,0.651105,0.73521,0.759518,2.67205,2.51792,2.64735,2.66668,0,0,0,0,-9999,-9999
20000105,1/5/2000,2000,1,5,-3.146,1,145.397,78.802,1,220.425,0,1.396,1,98.709,1,0.924,0,3.379,1,0.891958333,1,1.458333333,1,151.5416667,1,-9999,0,378.166,1,-9999,3.95,2.046,3.652,-9999,1,1,0,-9999,1,30.1663,-9999,-9999,-9999,-9999,1.37351,30.6083,-9999,-9999,-9999,-9999,4.61808,2.72343,1,0.156805,2.6254,2.72882,2.83294,1,1,1,1.62437,1.91993,1.97107,2.27961,-0.689889,-0.755372,-0.704202,-0.550138,1.45826,1.38974,1.51129,1.58415,0,0,0,0,-9999,-9999
20000106,1/6/2000,2000,1,6,-4.858,1,146.258,78.195,1,207.23,0,1.316,1,100.279,0.75,0,0,1.799,0.75,0.388555556,0.75,-8.222222222,0.75,150.375,1,-9999,0,382.952,1,-9999,2.169,2.171,3.892,-9999,1,1,0,-9999,1,7.96341,-9999,-9999,-9999,-9999,0.77133,27.6403,-9999,-9999,-9999,-9999,4.3154,1.66836,1,0.117028,1.60165,1.69336,1.78583,1,1,1,1.38792,1.70164,1.74683,2.10355,0.111846,0.0260097,0.0784782,0.1614,1.18526,1.14842,1.22139,1.27255,0,0,0,0,-9999,-9999
20000107,1/7/2000,2000,1,7,-0.287,1,147.176,23.942,1,241.87,0,0.778,1,99.086,1,0.622,0,2.592,1,0.670041667,1,-10.83333333,1,46.04166667,1,-9999,-9999,387.958,1,-9999,2.283,2.2,3.594,-9999,1,1,0,-9999,1,3.17746,-9999,-9999,-9999,-9999,0.656861,-23.1667,-9999,-9999,-9999,-9999,3.31032,1.78902,1,0.129794,1.76658,1.80186,1.86489,1,1,1,1.96156,2.1367,2.2016,2.35966,0.387084,0.376222,0.401762,0.484382,1.36319,1.32928,1.3666,1.38016,0,0,0,0,-9999,-9999
20000108,1/8/2000,2000,1,8,-2.717,1,148.153,76.375,1,209.753,0,1.057,0.875,99.281,1,0,0,2.379,1,0.633458333,1,7.833333333,1,146.875,1,-9999,0,383.354,1,-9999,1.763,2.221,3.652,-9999,1,1,0,-9999,1,7.13888,-9999,-9999,-9999,-9999,0.783694,17.7583,-9999,-9999,-9999,-9999,5.13824,0.972867,1,0.113418,0.972867,1.14136,1.20976,1,1,1,1.51551,1.7431,1.8023,2.03444,0.778281,0.655179,0.734474,0.800867,0.732972,0.723461,0.733217,0.74896,0,0,0,0,-9999,-9999
20000109,1/9/2000,2000,1,9,1.146,1,149.187,65.585,1,251.014,0,1.074,0.833333,98.82,1,0,0,1.816,0.916667,0.421272727,0.916666667,19.20833333,1,126.125,1,-9999,0,390.054,1,-9999,2.338,2.275,3.892,-9999,1,1,0,-9999,1,3.06277,-9999,-9999,-9999,-9999,0.615499,9.97798,-9999,-9999,-9999,-9999,4.12043,1.32793,1,0.120407,1.14425,1.34168,1.53672,1,1,1,2.04366,2.08721,2.16093,2.22413,0.952361,0.724913,0.819991,0.847017,0.770579,0.752354,0.762988,0.772706,0,0,0,0,-9999,-9999
20000110,1/10/2000,2000,1,10,3.063,1,150.278,16.423,1,306.418,0,0.551,0.916667,97.881,1,15.661,0,3.463,1,0.713916667,1,-2.5,1,31.58333333,1,-9999,0,386.569,1,-9999,3.175,2.254,3.594,-9999,1,1,0,-9999,1,0.218492,-9999,-9999,-9999,-9999,0.592322,-19.3542,-9999,-9999,-9999,-9999,3.49319,1.44492,1,0.112604,1.39131,1.45967,1.49904,1,1,1,2.27088,2.20744,2.25383,2.30253,0.82122,0.808909,0.821529,0.849461,1.09118,1.03786,1.08252,1.09118,0,0,0,0,-9999,-9999
20000111,1/11/2000,2000,1,11,3.025,1,151.426,31.807,1,264.921,0,1.469,0.333333,97.015,0.791667,2.847,0,3.373,0.75,0.888,0.75,-26.94444444,0.75,61.16666667,1,-9999,0,381.852,1,-9999,3.193,2.159,3.652,-9999,1,1,0,-9999,1,4.64011,-9999,-9999,-9999,-9999,0.959048,-32.4179,-9999,-9999,-9999,-9999,8.00423,1.68218,1,0.286283,1.67415,1.68551,1.70119,1,1,1,2.19753,2.10975,2.15089,2.19934,0.438786,0.438758,0.468713,0.506017,1.34058,1.28071,1.33845,1.3737,0,0,0,0,-9999,-9999
20000112,1/12/2000,2000,1,12,-0.492,1,152.631,79.387,1,228.088,0,2.41,0,98.364,1,0.024,0,4.604,1,1.264208333,1,1.291666667,1,152.6666667,1,-9999,0,380.834,1,-9999,3.525,2.208,3.892,-9999,1,1,0,-9999,1,27.4471,-9999,-9999,-9999,-9999,-9999,29.9292,-9999,-9999,-9999,-9999,-9999,2.76712,1,-9999,2.76712,2.76986,2.76986,1,1,1,1.69047,1.71457,1.75995,1.78708,-1.05255,-1.05255,-1.00935,-0.982778,1.41959,1.38473,1.41271,1.45302,0,0,0,0,-9999,-9999
20000113,1/13/2000,2000,1,13,-7.504,1,153.892,10.747,1,252.292,0,1.124,0,98.348,1,7.45,0,2.592,1,0.631958333,1,-13.83333333,1,20.66666667,1,-9999,0,381.012,1,-9999,3.325,2.296,3.594,-9999,1,1,0,-9999,1,5.93065,-9999,-9999,-9999,-9999,-9999,-2.15833,-9999,-9999,-9999,-9999,-9999,1.10899,1,-9999,1.10534,1.11989,1.21969,1,1,1,0.900207,1.07056,1.08857,1.25667,-0.0389001,-0.0589493,-0.0282893,0.0229604,1.12116,1.09751,1.1081,1.12116,0,0,0,0,-9999,-9999
20000114,1/14/2000,2000,1,14,-15.608,1,155.208,101.963,1,150.447,0,0.793,0,99.441,0.833333,0,0,4.14,0.791667,1.218421053,0.791666667,8.9,0.833333333,196.0833333,1,-9999,-9999,383.385,0.916667,-9999,3.236,2.322,3.652,-9999,1,1,0,-9999,1,14.281,-9999,-9999,-9999,-9999,-9999,43.9336,-9999,-9999,-9999,-9999,-9999,1.66648,1,-9999,1.66435,1.67088,1.68159,1,1,1,0.274943,0.464293,0.468957,0.70613,-1.20462,-1.20468,-1.20025,-0.988407,0.635019,0.597006,0.614673,0.635019,0,0,0,0,-9999,-9999
20000115,1/15/2000,2000,1,15,-14.458,1,156.58,99.797,1,160.535,0,0.843,0,100.259,0,0,0,1.869,0,-9999,0,-9999,0,191.9166667,1,-9999,0,383.068,0.875,-9999,2.331,2.232,3.892,-9999,1,1,0,-9999,1,9.9912,-9999,-9999,-9999,-9999,-9999,37.9578,-9999,-9999,-9999,-9999,-9999,1.44987,1,-9999,1.4253,1.45872,1.51213,1,1,1,0.363657,0.538518,0.54266,0.726911,-0.885695,-0.933604,-0.903673,-0.849881,0.779839,0.76202,0.772206,0.779839,0,0,0,0,-9999,-9999
20000116,1/16/2000,2000,1,16,-8.85,1,158.006,8.688,1,249.502,0,1.133,0,98.607,0,1.059,0,3.777,0,-9999,0,-9999,0,16.70833333,1,-9999,0,382.325,1,-9999,2.315,2.201,3.594,-9999,1,1,0,-9999,1,3.6411,-9999,-9999,-9999,-9999,-9999,-24.9973,-9999,-9999,-9999,-9999,-9999,1.35235,1,-9999,1.35085,1.35471,1.4308,1,1,1,1.08606,1.07892,1.07939,1.09181,-0.275169,-0.351492,-0.289726,-0.271336,1.36839,1.36107,1.37402,1.45021,0,0,0,0,-9999,-9999
20000117,1/17/2000,2000,1,17,-13.688,1,159.486,105.365,1,154.564,0,0.645,0,99.033,0.5,0.014,0,5.379,0.416667,-9999,0,-9999,0,202.625,1,-9999,0,381.728,0.958333,-9999,1.872,2.243,3.652,-9999,1,1,0,-9999,1,7.48763,-9999,-9999,-9999,-9999,-9999,46.6456,-9999,-9999,-9999,-9999,-9999,1.23336,1,-9999,1.22811,1.23534,1.26645,1,1,1,0.755214,0.784099,0.785662,0.835728,-0.444013,-0.457565,-0.447211,-0.42691,1.10387,1.11181,1.13252,1.2705,0,0,0,0,-9999,-9999
20000118,1/18/2000,2000,1,18,-16.262,1,161.02,95.55,1,166.949,0,0.746,0,98.736,1,0,0,3.156,0.625,0.714466667,0.625,10.875,1,183.75,1,-9999,0,382.562,1,-9999,1.417,2.287,3.892,-9999,1,1,0,-9999,1,4.86965,-9999,-9999,-9999,-9999,-9999,31.4291,-9999,-9999,-9999,-9999,-9999,0.879609,1,-9999,0.869577,0.882058,0.917491,1,1,1,0.550841,0.626379,0.629584,0.721316,-0.243208,-0.290753,-0.255894,-0.239235,0.723218,0.735633,0.794581,1.04039,0,0,0,0,-9999,-9999
20000119,1/19/2000,2000,1,19,-13.929,1,162.608,103.675,1,173.297,0,1.027,0,98.153,1,0.001,0,2.9,1,0.540333333,1,5.708333333,1,199.375,1,-9999,0,382.84,1,-9999,1.117,2.192,3.594,-9999,1,1,0,-9999,1,4.71074,-9999,-9999,-9999,-9999,-9999,29.25,-9999,-9999,-9999,-9999,-9999,0.786181,1,-9999,0.782852,0.786181,0.858737,1,1,1,1.03701,0.941378,0.94352,0.988557,0.159056,0.126761,0.157721,0.163251,0.710653,0.722962,0.812823,1.14126,0,0,0,0,-9999,-9999
20000120,1/20/2000,2000,1,20,-11.175,1,164.248,33.952,1,234.827,0,0.593,0,97.653,0.666667,2.903,0,1.799,0.583333,0.322285714,0.583333333,1.4375,0.666666667,65.29166667,1,-9999,0,384.593,1,-9999,1.018,2.079,3.652,-9999,1,1,0,-9999,1,2.43724,-9999,-9999,-9999,-9999,-9999,-6.02879,-9999,-9999,-9999,-9999,-9999,0.88205,1,-9999,0.843655,0.88994,0.984079,1,1,1,1.49396,1.24481,1.25065,1.27512,0.48673,0.295487,0.36174,0.405609,0.829688,0.839732,0.935748,1.24025,0,0,0,0,-9999,-9999
20000121,1/21/2000,2000,1,21,-12.983,1,165.94,96.828,1,186.578,0,0.698,0,97.109,0.25,0.717,0,4.18,0.25,-9999,-9999,-9999,-9999,186.2083333,1,-9999,-9999,382.882,1,-9999,1.162,2.011,3.892,-9999,1,1,0,-9999,1,5.83757,-9999,-9999,-9999,-9999,-9999,29.5579,-9999,-9999,-9999,-9999,-9999,1.23325,1,-9999,1.22117,1.23325,1.25316,1,1,1,1.09201,0.989462,0.993773,1.04446,-0.226049,-0.239867,-0.235536,-0.217203,0.826466,0.81844,0.896325,1.08837,0,0,0,0,-9999,-9999
20000122,1/22/2000,2000,1,22,-16.488,1,167.683,121.312,1,138.403,0,0.766,0,98.414,1,0.001,0,4.108,0.708333,1.056941176,0.708333333,0.083333333,1,233.2916667,1,-9999,0,378.337,1,-9999,0.679,1.996,3.594,-9999,1,1,0,-9999,1,5.6132,-9999,-9999,-9999,-9999,-9999,52.0774,-9999,-9999,-9999,-9999,-9999,1.03503,1,-9999,1.03356,1.03503,1.07949,1,1,1,0.485026,0.583027,0.586214,0.719536,-0.450462,-0.477314,-0.449493,-0.367285,0.791904,0.756862,0.810908,0.87919,0,0,0,0,-9999,-9999
20000123,1/23/2000,2000,1,23,-15.075,1,169.477,66.192,1,201.054,0,0.817,0,99.37,1,0.05,0,1.453,0.5,-9999,0,21.45833333,1,127.2916667,1,-9999,0,382.851,1,-9999,0.625,1.921,3.652,-9999,1,1,0,-9999,1,1.88037,-9999,-9999,-9999,-9999,-9999,4.35557,-9999,-9999,-9999,-9999,-9999,0.95343,1,-9999,0.936295,0.95343,0.976556,1,1,1,0.533338,0.634031,0.64047,0.785577,-0.299245,-0.313921,-0.304686,-0.198032,0.836716,0.795193,0.836716,0.86124,0,0,0,0,-9999,-9999
20000124,1/24/2000,2000,1,24,-5.467,1,171.321,67.6,1,219.964,0,1.146,0,98.981,1,0.017,0,1.271,1,0.244125,1,20.5,1,130,1,-9999,0,391.683,1,-9999,1.087,1.883,3.892,-9999,1,1,0,-9999,1,1.41002,-9999,-9999,-9999,-9999,-9999,18.075,-9999,-9999,-9999,-9999,-9999,0.947858,1,-9999,0.930862,0.947858,0.973396,1,1,1,1.584,1.3854,1.41168,1.42961,0.484685,0.392165,0.464942,0.476479,1.00573,0.981591,1.00791,1.0197,0,0,0,0,-9999,-9999
20000125,1/25/2000,2000,1,25,-4.638,1,173.214,15.882,1,278.993,0,0.566,0,97.292,1,21.582,0,4.017,1,0.966416667,1,-3.5,1,30.54166667,1,-9999,0,383.582,1,-9999,1.129,1.804,3.594,-9999,1,1,0,-9999,1,-0.434232,-9999,-9999,-9999,-9999,-9999,-13.7333,-9999,-9999,-9999,-9999,-9999,0.771398,1,-9999,0.755189,0.771398,0.775944,1,1,1,1.30928,1.29867,1.33003,1.34004,0.558395,0.548592,0.558618,0.563327,0.930846,0.905259,0.920182,0.930645,0,0,0,0,-9999,-9999
20000126,1/26/2000,2000,1,26,-6.508,1,175.155,60.537,1,237.039,0,0.718,0,97.237,1,3.764,0,3.292,1,0.741583333,1,-15.875,1,116.4166667,1,-9999,0,385.042,1,-9999,1.442,1.8,3.652,-9999,1,1,0,-9999,1,2.88455,-9999,-9999,-9999,-9999,-9999,5.37917,-9999,-9999,-9999,-9999,-9999,1.04542,1,-9999,1.04542,1.04542,1.08414,1,1,1,0.924576,1.02813,1.05206,1.06237,0.00432668,-0.0181305,0.00432668,0.00756509,0.942711,0.928219,0.932021,0.944865,0,0,0,0,-9999,-9999
20000127,1/27/2000,2000,1,27,-13.608,1,177.144,118.148,1,173.521,0,0.656,0,98.237,1,0.029,0,3.533,1,0.901708333,1,-15.79166667,1,227.2083333,1,-9999,0,383.046,1,-9999,1.354,1.8,3.892,-9999,1,1,0,-9999,1,7.44583,-9999,-9999,-9999,-9999,-9999,43.7042,-9999,-9999,-9999,-9999,-9999,1.2323,1,-9999,1.2323,1.2323,1.2323,1,1,1,0.369105,0.534611,0.544885,0.724582,-0.69233,-0.697687,-0.687413,-0.542345,0.816659,0.80179,0.813692,0.816541,0,0,0,0,-9999,-9999
20000128,1/28/2000,2000,1,28,-14.683,1,179.181,119.297,1,165.089,0,0.677,0,99.083,0.5,0.013,0,3.163,0.5,-9999,-9999,-9999,-9999,229.4166667,1,-9999,-9999,381.989,1,-9999,1.357,1.8,3.594,-9999,1,1,0,-9999,1,4.67101,-9999,-9999,-9999,-9999,-9999,41.2096,-9999,-9999,-9999,-9999,-9999,1.05769,1,-9999,1.04809,1.05769,1.06664,1,1,1,0.357688,0.50759,0.516455,0.681647,-0.537673,-0.546359,-0.538968,-0.52767,0.984044,0.97987,0.983724,0.991088,0,0,0,0,-9999,-9999
20000129,1/29/2000,2000,1,29,-12.854,1,181.263,125.168,1,174.435,0,1.326,0,99.891,0,0,0,2.37,0,-9999,0,-9999,0,240.7083333,1,-9999,0,383.281,1,-9999,1.639,1.779,3.652,-9999,1,1,0,-9999,1,6.88254,-9999,-9999,-9999,-9999,-9999,49.7742,-9999,-9999,-9999,-9999,-9999,1.1123,1,-9999,1.09344,1.11294,1.13176,1,1,1,0.454542,0.61746,0.629857,0.763307,-0.471655,-0.496833,-0.474786,-0.368455,1.1678,1.15987,1.16661,1.17916,0.0071362,0,0,0.00787016,-9999,-9999
20000130,1/30/2000,2000,1,30,-6.425,1,183.391,99.103,1,230.632,0,1.465,0,99.531,0,0.299,0,1.125,0,-9999,0,-9999,0,190.5833333,1,-9999,0,383.576,1,-9999,1.814,1.753,3.892,-9999,1,1,0,-9999,1,5.51342,-9999,-9999,-9999,-9999,-9999,29.0835,-9999,-9999,-9999,-9999,-9999,1.12468,1,-9999,1.105,1.12571,1.14329,1,1,1,1.10311,1.12701,1.15886,1.17288,0.0423719,0.0188632,0.032541,0.0378886,1.4667,1.3987,1.4667,1.50343,0.0188776,0,0,0.0214866,-9999,-9999
20000131,1/31/2000,2000,1,31,0.312,1,185.564,56.008,1,270.972,0,1.035,0,97.582,0,12.795,0,2.816,0,-9999,0,-9999,0,107.7083333,1,-9999,0,383.108,1,-9999,1.967,1.729,3.594,-9999,1,1,0,-9999,1,3.4294,-9999,-9999,-9999,-9999,-9999,-0.437926,-9999,-9999,-9999,-9999,-9999,1.12797,1,-9999,1.11494,1.12836,1.14703,1,1,1,2.17597,1.63525,1.83512,1.85256,0.718875,0.498134,0.704886,0.717875,1.71532,1.56356,1.71511,1.77418,0.0205652,0,0,0.0245703,-9999,-9999
20000201,2/1/2000,2000,2,1,-4.329,1,187.78,94.943,1,212.678,0,1.111,0,97.668,0.583333,0.154,0,2.737,0.541667,0.797153846,0.541666667,24.53846154,0.541666667,182.5833333,1,-9999,0,382.671,1,-9999,2.232,1.707,3.652,-9999,1,1,0,-9999,1,6.96189,-9999,-9999,-9999,-9999,-9999,22.0885,-9999,-9999,-9999,-9999,-9999,1.1742,1,-9999,1.16872,1.17484,1.18498,1,1,1,1.50459,1.38546,1.42912,1.43459,0.246787,0.206003,0.254916,0.258126,1.42398,1.24012,1.36748,1.42398,0.0429405,0,0,0.0487661,-9999,-9999
20000202,2/2/2000,2000,2,2,-9.688,1,190.039,127.465,1,186.744,0,0.903,0,98.037,1,0.076,0,3.633,1,0.987208333,1,28.16666667,1,245.125,1,-9999,0,379.871,1,-9999,2.4,1.7,3.892,-9999,1,1,0,-9999,1,8.05941,-9999,-9999,-9999,-9999,-9999,48.1542,-9999,-9999,-9999,-9999,-9999,1.40525,1,-9999,1.40525,1.40525,1.40525,1,1,1,0.846452,0.936104,0.96166,1.03584,-0.458196,-0.469148,-0.443592,-0.36019,1.17785,1.03875,1.18101,1.42032,0.0456805,0,0.0512905,0.124455,-9999,-9999
20000203,2/3/2000,2000,2,3,-9.204,1,192.339,84.413,1,220.14,0,0.833,0,98.387,1,0.458,0,1.804,1,0.403875,1,37.66666667,1,162.3333333,1,-9999,0,382.246,1,-9999,2.4,1.683,3.594,-9999,1,1,0,-9999,1,2.76496,-9999,-9999,-9999,-9999,-9999,18.5083,-9999,-9999,-9999,-9999,-9999,0.922658,1,-9999,0.79194,0.926691,1.02074,1,1,1,0.888163,0.956979,0.976182,1.02616,0.171921,0.00874257,0.0426881,0.0676072,1.29528,1.22145,1.31456,2.20665,0.0112011,0,0.0185617,0.270372,-9999,-9999
20000204,2/4/2000,2000,2,4,-6.575,1,194.68,66.062,1,215.464,0,0.957,0,98.175,1,0.457,0,1.229,0.916667,0.210227273,0.916666667,-5.083333333,1,127.0416667,1,-9999,-9999,383.221,1,-9999,2.4,1.667,3.652,-9999,1,1,0,-9999,1,6.04306,-9999,-9999,-9999,-9999,-9999,12.6005,-9999,-9999,-9999,-9999,-9999,1.16443,1,-9999,1.13182,1.16808,1.23384,1,1,1,1.11839,1.1283,1.1479,1.1529,0.00462046,-0.0803512,-0.0256035,-0.0158528,1.50493,1.46818,1.54522,2.51111,0,0,0.0113617,0.245989,-9999,-9999
20000205,2/5/2000,2000,2,5,-5.379,1,197.062,136.045,1,199.927,0,1.143,0,98.103,1,0.065,0,2.496,1,0.646916667,1,32.20833333,1,261.625,1,-9999,0,383.076,1,-9999,2.437,1.667,3.892,-9999,1,1,0,-9999,1,10.2625,-9999,-9999,-9999,-9999,-9999,48.3917,-9999,-9999,-9999,-9999,-9999,1.446,1,-9999,1.42911,1.45282,1.52578,1,1,1,1.2015,1.18235,1.19854,1.20772,-0.24113,-0.317875,-0.246427,-0.237495,1.60914,1.59467,1.63157,1.9596,0,0,0.00496329,0.122531,-9999,-9999
20000206,2/6/2000,2000,2,6,-5.654,1,199.482,142.155,1,196.592,0,1.438,0,98.764,1,0.087,0,3.325,1,0.891625,1,21.45833333,1,273.375,1,-9999,0,380.02,1,-9999,2.487,1.642,3.594,-9999,1,1,0,-9999,1,11.6434,-9999,-9999,-9999,-9999,-9999,51.0167,-9999,-9999,-9999,-9999,-9999,1.28447,1,-9999,1.28067,1.2846,1.28639,1,1,1,1.08205,1.10558,1.12592,1.14808,-0.175091,-0.185033,-0.160419,-0.147493,1.48904,1.47941,1.48969,1.50583,0,0,0,0,-9999,-9999
20000207,2/7/2000,2000,2,7,-3.467,1,201.94,98.952,1,220.053,0,1.715,0,98.486,1,0.06,0,3.487,1,0.933083333,1,17.29166667,1,190.2916667,1,-9999,0,383.657,1,-9999,2.5,1.638,3.652,-9999,1,1,0,-9999,1,8.5226,-9999,-9999,-9999,-9999,-9999,29.9667,-9999,-9999,-9999,-9999,-9999,1.38964,1,-9999,1.38479,1.38964,1.38964,1,1,1,1.25998,1.23496,1.25998,1.28285,-0.166009,-0.156724,-0.130741,-0.102766,1.32343,1.32726,1.34549,1.35022,0,0,0,0,-9999,-9999
20000208,2/8/2000,2000,2,8,-9.808,1,204.434,149.088,1,166.176,0,1.016,0,99.986,1,0,0,2.35,1,0.610583333,1,25.16666667,1,286.7083333,1,-9999,0,383.467,1,-9999,2.5,1.638,3.892,-9999,1,1,0,-9999,1,5.69041,-9999,-9999,-9999,-9999,-9999,44.8583,-9999,-9999,-9999,-9999,-9999,1.08726,1,-9999,0.99881,1.06955,1.09268,1,1,1,0.577934,0.717005,0.747686,0.932548,-0.287719,-0.340413,-0.304564,-0.282908,0.863702,0.865633,0.876534,0.887923,0,0,0,0,-9999,-9999
20000209,2/9/2000,2000,2,9,-2.371,1,206.965,124.042,1,217.418,0,1.393,0,98.886,1,0,0,3.392,1,0.898625,1,30.125,1,238.5416667,1,-9999,0,392.261,1,-9999,2.5,1.663,3.594,-9999,1,1,0,-9999,1,1.56395,-9999,-9999,-9999,-9999,-9999,16.7167,-9999,-9999,-9999,-9999,-9999,1.21485,1,-9999,1.21177,1.21485,1.22206,1,1,1,1.2516,1.22095,1.28993,1.3307,0.011607,0.0125469,0.0750812,0.110954,0.939594,0.952084,0.957576,0.965893,0,0,0,0,-9999,-9999
20000210,2/10/2000,2000,2,10,1.167,1,209.531,133.618,1,258.101,0,1.327,0,98.786,1,0.069,0,2.325,1,0.452416667,1,44.66666667,1,256.9583333,1,-9999,0,388.526,1,-9999,2.5,1.65,3.652,-9999,1,1,0,-9999,1,2.35801,-9999,-9999,-9999,-9999,-9999,37.5042,-9999,-9999,-9999,-9999,-9999,0.828447,1,-9999,0.789609,0.838302,0.940864,1,1,1,1.59041,1.50395,1.56181,1.59829,0.687362,0.641414,0.688515,0.730708,0.953085,1.02141,1.02642,1.04117,0.0533503,0,0.0685623,0.0782023,-9999,-9999
20000211,2/11/2000,2000,2,11,-0.446,1,212.13,17.095,1,300.669,0,0.804,0,97.959,1,2.521,0,2.775,0.875,0.650857143,0.875,-1.291666667,1,32.875,1,-9999,-9999,386.633,1,-9999,2.5,1.638,3.892,-9999,1,1,0,-9999,1,0.586926,-9999,-9999,-9999,-9999,-9999,-4.36486,-9999,-9999,-9999,-9999,-9999,1.37304,1,-9999,1.28793,1.37632,1.39847,1,1,1,1.37105,1.34596,1.4291,1.49322,0.057946,0.0527769,0.0603209,0.0688218,0.935823,1.05323,1.10544,1.1515,0.0214718,0,0.0275713,0.0953752,-9999,-9999
20000212,2/12/2000,2000,2,12,-3.529,1,214.762,147.658,1,169.992,0,1.082,0,99.314,1,0,0,1.691,0.166667,-9999,0,31.54166667,1,283.9583333,1,-9999,0,383.268,1,-9999,2.563,1.658,3.594,-9999,1,1,0,-9999,1,9.20388,-9999,-9999,-9999,-9999,-9999,60.4324,-9999,-9999,-9999,-9999,-9999,1.4206,1,-9999,1.38931,1.42801,1.46517,1,1,1,1.02662,1.11295,1.18582,1.33296,-0.278616,-0.27405,-0.235718,-0.113361,0.849452,0.87845,1.00536,1.03243,0.186822,0,0.240116,0.263519,-9999,-9999
20000213,2/13/2000,2000,2,13,-4.833,1,217.425,131.473,1,226.748,0,1.082,0,99.386,1,0.928,0,1.778,0.333333,-9999,0,69.08333333,1,252.8333333,1,-9999,0,383.571,1,-9999,2.6,1.658,3.652,-9999,1,1,0,-9999,1,6.19897,-9999,-9999,-9999,-9999,-9999,50.3217,-9999,-9999,-9999,-9999,-9999,1.10693,1,-9999,1.08077,1.11499,1.19434,1,1,1,0.896806,1.01999,1.08866,1.28826,-0.0631949,-0.0490315,-0.0394812,0.0164333,0.781579,0.792405,0.827518,0.844901,0.0577336,0,0.0741951,0.084517,-9999,-9999
