TIMESTAMP,TIMESTAMP,yy,mm,dd,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20091219,12/19/2009,2009,12,19,-9.167,1,139.818,34.11,1,248.562,0,0.98,1,98.168,0,0,1,2.477,0.25,-9999,0,-9999,0,65.59583333,1,-9999,0,399.148,1,-9999,15.867,5.022,13.85,-9999,0,0,0,-9999,1,0.0798759,-9999,-9999,-9999,-9999,0.203667,-15.2294,-9999,-9999,-9999,-9999,3.86545,2.41192,1,0.189697,2.23041,2.55938,2.95937,1,1,1,1.62642,1.62642,2.59047,2.69139,-0.588116,-0.607155,-0.365978,-0.181634,3.48944,3.51926,3.60024,3.96444,0,0,0,0,-9999,-9999
20091220,12/20/2009,2009,12,20,-8.129,1,139.669,35.479,1,255.633,0,0.921,1,97.511,0,1.5,1,4.24,0.666667,1.20525,0.666666667,-9999,0,68.22916667,1,-9999,0,399.436,1,-9999,15.92,5.024,13.842,-9999,0,0,0,-9999,1,-0.191507,-9999,-9999,-9999,-9999,0.294149,-14.8301,-9999,-9999,-9999,-9999,4.34765,2.3515,1,0.195179,2.18155,2.51484,2.75379,1,1,1,1.57462,1.57662,2.40318,2.49698,-0.588636,-0.604928,-0.348648,-0.175909,2.95338,2.98327,3.11961,3.44628,0,0,0,0,-9999,-9999
20091221,12/21/2009,2009,12,21,-6.029,1,139.58,95.366,1,197.916,0,0.797,1,97.86,0,0,1,3.978,0.5,-9999,0,-9999,0,183.3958333,1,-9999,0,398.046,1,-9999,15.866,5.022,13.868,-9999,0,0,0,-9999,1,4.76458,-9999,-9999,-9999,-9999,0.38038,3.69199,-9999,-9999,-9999,-9999,4.68039,2.90759,1,0.252771,2.8011,3.0357,3.19809,1,1,1,1.64842,1.65932,2.26708,2.43998,-1.13023,-1.14178,-0.83518,-0.761365,2.43203,2.46822,2.68015,3.04567,0,0,0,0,-9999,-9999
20091222,12/22/2009,2009,12,22,-8.496,1,139.551,96.084,1,175.938,0,1.416,1,98.526,0.416667,0,1,2.942,0.416667,-9999,0,-9999,0,184.7770833,1,-9999,0,396.525,1,-9999,15.867,5.022,13.85,-9999,0,0,0,-9999,1,4.80844,-9999,-9999,-9999,-9999,0.390954,15.084,-9999,-9999,-9999,-9999,4.12561,2.41469,1,0.23487,2.33709,2.50161,2.67382,1,1,1,1.10319,1.11377,1.60291,1.68158,-1.2126,-1.22332,-1.0814,-0.916197,1.56399,1.44925,1.51042,1.56146,0,0,0,0,-9999,-9999
20091223,12/23/2009,2009,12,23,-10.033,1,139.581,81.25,1,184.092,0,1.111,1,98.866,1,0,1,2.842,1,0.788916667,1,54.5,1,156.25,1,-9999,-9999,395.079,1,-9999,15.92,5.024,13.842,-9999,0,0,0,-9999,1,3.67046,-9999,-9999,-9999,-9999,0.36988,18.4125,-9999,-9999,-9999,-9999,4.09262,1.91979,1,0.207829,1.91979,1.91979,2.07098,1,1,1,0.744076,0.75514,1.07216,1.223,-1.15543,-1.16465,-1.01328,-0.870219,1.03423,0.701955,0.953492,1.03009,0,0,0,0,-9999,-9999
20091224,12/24/2009,2009,12,24,-3.637,1,139.671,58.695,1,244.369,0,1.112,1,99.75,1,0,1,2.779,1,0.584625,1,49.125,1,112.875,1,-9999,0,397.629,1,-9999,15.866,5.022,13.868,-9999,0,0,0,-9999,1,1.91254,-9999,-9999,-9999,-9999,0.405567,-5.30417,-9999,-9999,-9999,-9999,4.91609,1.03146,1,0.258158,0.989353,1.09296,1.4095,1,0.916667,0.958333,1.06566,1.08787,1.28598,1.37065,0.0993284,-0.0530007,0.0755669,0.138815,0.969407,0.964835,0.985303,1.03111,0,0,0,0,-9999,-9999
20091225,12/25/2009,2009,12,25,-3.129,1,139.821,73.775,1,249.87,0,0.705,1,100.107,1,0,1,1.542,1,0.304272727,0.916666667,65.625,1,141.875,1,-9999,0,401.729,1,-9999,15.867,5.022,13.85,-9999,0,0,0,-9999,1,3.37257,-9999,-9999,-9999,-9999,0.444934,12.8,-9999,-9999,-9999,-9999,4.97992,1.24179,0.916667,0.223926,1.11815,1.53445,1.97027,0.916667,0.833333,0.708333,1.00141,1.0144,1.13376,1.22191,-0.0941834,-0.781871,-0.45788,-0.102934,0.889351,0.847918,0.874882,0.889351,0.0425644,0,0,0.040667,-9999,-9999
20091226,12/26/2009,2009,12,26,-0.817,1,140.031,18.178,1,308.808,0,0.258,1,99.827,1,4.4,1,4.067,1,0.840833333,1,52.66666667,1,34.95833333,1,-9999,0,397.975,1,-9999,15.92,5.024,13.842,-9999,0,0,0,-9999,1,-0.400504,-9999,-9999,-9999,-9999,0.357284,-17.0958,-9999,-9999,-9999,-9999,3.59332,0.475624,1,0.198102,0.475624,0.475624,0.475624,1,1,1,1.07111,1.03705,1.08363,1.14444,0.607617,0.489401,0.604419,0.645931,1.07748,0.953269,1.04896,1.07748,0.0342917,0,0,0.0327542,-9999,-9999
20091227,12/27/2009,2009,12,27,4.1,1,140.3,36.66,1,300.387,0,0.479,1,98.213,1,11.1,1,3.393,0.958333,0.692791667,1,39.5,1,70.5,1,-9999,0,396.912,1,-9999,15.866,5.022,13.868,-9999,0,0,0,-9999,1,0.170237,-9999,-9999,-9999,-9999,0.430057,24.5383,-9999,-9999,-9999,-9999,4.79469,1.04295,0.958333,0.22009,0.967228,1.02531,1.05044,0.958333,0.958333,0.958333,1.36943,1.18242,1.27996,1.35692,0.324287,0.211249,0.278523,0.308758,1.35743,1.3052,1.35805,1.39113,0.0694468,0,0,0.0663388,-9999,-9999
20091228,12/28/2009,2009,12,28,-2.387,1,140.628,16.943,1,244.781,0,0.801,1,97.343,1,3,1,2.013,1,0.511478261,0.958333333,27.04166667,1,32.58333333,1,-9999,0,406.921,1,-9999,15.867,5.022,13.85,-9999,0,0,0,-9999,1,-0.178962,-9999,-9999,-9999,-9999,0.412574,-27.3583,-9999,-9999,-9999,-9999,3.80144,1.70518,1,0.225593,1.53312,1.66672,1.70746,1,1,1,0.856188,0.717564,0.80118,0.899392,-0.867331,-0.871808,-0.81356,-0.719249,1.32323,1.06245,1.30781,1.32809,0.0117418,0,0,0.0112152,-9999,-9999
20091229,12/29/2009,2009,12,29,-11.008,1,141.017,88.617,1,188.087,0,1.043,1,98.067,1,0,1,4.171,1,1.225833333,1,47.91666667,1,170.4166667,1,-9999,0,396.129,1,-9999,15.92,5.024,13.842,-9999,0,0,0,-9999,1,4.22072,-9999,-9999,-9999,-9999,0.548388,36.425,-9999,-9999,-9999,-9999,4.59667,0.933952,1,0.202314,0.901385,0.933952,0.933952,1,1,1,0.398352,0.357733,0.405208,0.478935,-0.535481,-0.576226,-0.510412,-0.417462,1.06113,0.803228,0.914481,1.05774,0.0145879,8.44E-05,0.0267972,0.0421913,-9999,-9999
20091230,12/30/2009,2009,12,30,-10.492,1,141.466,92.387,1,201.547,0,1.346,1,99.689,1,0,1,1.517,1,0.341375,1,67.08333333,1,177.6666667,1,-9999,0,395.037,1,-9999,15.866,5.022,13.868,-9999,0,0,0,-9999,1,4.49159,-9999,-9999,-9999,-9999,0.60679,23.7208,-9999,-9999,-9999,-9999,4.71651,1.40656,1,0.228817,1.29295,1.61529,2.03734,1,0.958333,0.875,0.437211,0.35939,0.436975,0.500118,-0.855972,-1.55532,-1.11603,-0.921101,1.09433,1.03963,1.53918,1.57426,0.0453862,0.000263041,0.0858531,0.135169,-9999,-9999
20091231,12/31/2009,2009,12,31,-4.504,1,141.973,24.288,1,255.584,0,0.688,1,99.205,1,3.5,1,1.308,1,0.286625,1,43.83333333,1,46.70833333,1,-9999,-9999,410.729,1,-9999,15.867,5.022,13.85,-9999,0,0,0,-9999,1,0.348443,-9999,-9999,-9999,-9999,0.435693,-0.233333,-9999,-9999,-9999,-9999,4.22608,1.87892,1,0.231406,1.62902,1.97506,2.1729,1,1,1,0.720897,0.573675,0.652078,0.737169,-0.910078,-1.54435,-1.23042,-0.988265,1.35926,1.28155,2.38082,3.08274,0.0502146,0.000276455,0.0414202,0.0504892,-9999,-9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100101,1/1/2010,2010,1,1,-2.804,1,142.539,58.955,1,255.787,0,0.488,1,98.239,1,0,1,1.225,1,0.26975,1,62.125,1,113.375,1,-9999,0,414.3,1,-9999,15.92,5.024,13.842,-9999,0,0,0,-9999,1,1.71126,-9999,-9999,-9999,-9999,0.465588,15.9542,-9999,-9999,-9999,-9999,4.09988,1.6862,0.916667,0.225117,1.59038,1.85681,1.91239,0.958333,0.875,0.875,2.50458,2.34937,2.43781,2.50482,0.925139,0.495845,0.711896,0.804207,1.52882,1.45872,1.62009,1.6973,0,0,0,0,-9999,-9999
20100102,1/2/2010,2010,1,2,-4.763,1,143.166,30.463,1,276.635,0,0.513,1,97.145,1,7.3,1,3.504,1,0.874333333,1,50.08333333,1,58.58333333,1,-9999,0,399.675,1,-9999,15.866,5.022,13.868,-9999,0,0,0,-9999,1,-0.786308,-9999,-9999,-9999,-9999,0.44619,-10.025,-9999,-9999,-9999,-9999,4.1901,1.34558,1,0.229517,1.26862,1.50174,1.7118,1,1,1,2.16695,2.10294,2.16772,2.25666,0.898329,0.553798,0.701734,0.850882,1.44568,1.17611,1.29378,1.44505,0,0,0,0,-9999,-9999
20100103,1/3/2010,2010,1,3,-10.737,1,143.851,28.253,1,259.31,0,0.441,1,96.462,1,1.5,1,4.558,1,1.241041667,1,55.75,1,54.33333333,1,-9999,0,396.688,1,-9999,15.867,5.022,13.85,-9999,0,0,0,-9999,1,-0.816183,-9999,-9999,-9999,-9999,0.54735,-21.0875,-9999,-9999,-9999,-9999,4.42196,0.525348,1,0.251249,0.525348,0.525348,0.525348,1,1,1,1.23646,1.2749,1.54448,1.61333,0.711114,0.74955,1.01913,1.08798,1.59256,0.737873,1.46092,1.55621,0,0,0,0,-9999,-9999
20100104,1/4/2010,2010,1,4,-6.679,1,144.595,94.163,1,207.452,0,0.87,1,97.279,1,0.3,1,2.654,1,-9999,0,66,1,181.0833333,1,-9999,0,396.671,1,-9999,15.92,5.024,13.842,-9999,0,0,0,-9999,1,3.90052,-9999,-9999,-9999,-9999,0.580096,7.42829,-9999,-9999,-9999,-9999,4.13191,2.14773,1,0.25731,2.10738,2.21354,2.24468,1,1,1,1.83761,1.84229,1.96991,2.07281,-0.269771,-0.277868,-0.252317,-0.157587,2.78575,2.59204,2.7629,2.78011,0,0,0,0,-9999,-9999
20100105,1/5/2010,2010,1,5,-6.183,1,145.397,54.578,1,232.4,0,0.931,1,97.41,0.958333,0,1,2.317,1,-9999,0,66.65217391,0.958333333,104.9583333,1,-9999,0,398.587,1,-9999,15.866,5.022,13.868,-9999,0,0,0,-9999,1,3.93625,-9999,-9999,-9999,-9999,0.584509,12.2243,-9999,-9999,-9999,-9999,4.35264,2.94211,1,0.253169,2.87864,2.90712,2.98136,1,1,1,2.06986,2.06982,2.30094,2.44941,-0.808785,-0.808608,-0.668962,-0.498451,3.31643,3.30262,3.30766,3.3929,0,0,0,0,-9999,-9999
20100106,1/6/2010,2010,1,6,-6.817,1,146.258,89.96,1,222.139,0,0.961,1,97.411,1,0,1,2.925,1,0.797291667,1,67.41666667,1,173,1,-9999,0,397.504,1,-9999,15.867,5.022,13.85,-9999,0,0,0,-9999,1,3.5789,-9999,-9999,-9999,-9999,0.819124,20.0833,-9999,-9999,-9999,-9999,4.41478,3.49586,1,0.262172,3.30112,3.48077,3.48547,1,1,1,2.21018,2.21018,2.55675,2.77113,-1.27327,-1.27399,-0.970432,-0.54611,3.21049,3.12938,3.14607,3.22072,0,0,0,0,-9999,-9999
20100107,1/7/2010,2010,1,7,-4.725,1,147.176,100.62,1,213.214,0,1.324,1,97.886,1,0,1,2.621,1,0.694291667,1,62.125,1,193.5,1,-9999,-9999,397.838,1,-9999,15.92,5.024,13.842,-9999,0,0,0,-9999,1,3.61217,-9999,-9999,-9999,-9999,0.604958,8.14583,-9999,-9999,-9999,-9999,4.43327,2.97723,1,0.253376,2.96832,3.06771,3.12171,1,1,0.958333,2.96743,2.92504,3.16342,3.55433,-0.000889602,-0.0502515,0.0957095,0.408813,3.35253,3.2439,3.35335,3.56988,0,0,0,0,-9999,-9999
20100108,1/8/2010,2010,1,8,-7.304,1,148.153,61.078,1,241.494,0,0.723,1,97.752,1,0.6,1,2.367,1,0.583166667,1,38.16666667,1,117.4583333,1,-9999,0,397.221,1,-9999,15.866,5.022,13.868,-9999,0,0,0,-9999,1,5.7409,-9999,-9999,-9999,-9999,0.731247,14.1375,-9999,-9999,-9999,-9999,4.99295,2.79984,1,0.258546,2.48141,2.7852,2.81528,1,1,1,2.58526,2.58526,3.06898,3.37852,0.103844,0.0789107,0.253707,0.554298,3.01796,2.94143,2.9964,3.09949,0,0,0,0,-9999,-9999
20100109,1/9/2010,2010,1,9,-9.479,1,149.187,102.353,1,175.765,0,1.353,1,98.564,1,0,1,3.762,1,0.916833333,1,60.91666667,1,196.8333333,1,-9999,0,394.812,1,-9999,15.867,5.022,13.85,-9999,0,0,0,-9999,1,9.61792,-9999,-9999,-9999,-9999,1.02042,11.5083,-9999,-9999,-9999,-9999,4.17455,3.04399,1,0.293924,3.04399,3.04399,3.04399,1,1,1,2.19544,2.24396,2.85248,3.13426,-0.848555,-0.800033,-0.19151,0.0902651,2.85327,2.80634,2.84291,2.90456,0.0150435,0.0148368,0.017597,0.0252328,-9999,-9999
20100110,1/10/2010,2010,1,10,-12.054,1,150.278,92.647,1,177.29,0,1.417,1,99.103,1,0,1,2.663,1,0.580791667,1,56.375,1,178.1666667,1,-9999,0,396.667,1,-9999,15.92,5.024,13.842,-9999,0,0,0,-9999,1,6.78949,-9999,-9999,-9999,-9999,0.88649,10.5125,-9999,-9999,-9999,-9999,4.08331,2.05472,1,0.268341,2.024,2.33075,2.75668,1,1,1,1.69439,1.79664,2.45647,2.81046,-0.329605,-0.113534,-0.0264731,0.122964,2.75126,2.7295,2.73965,2.85983,0.0419591,0.0413807,0.0490777,0.070387,-9999,-9999
20100111,1/11/2010,2010,1,11,-6.9,1,151.426,82.658,1,209.947,0,1.128,1,98.783,1,0,1,2.113,1,0.526291667,1,63.375,1,158.9583333,1,-9999,0,401.45,1,-9999,15.866,5.022,13.868,-9999,0,0,0,-9999,1,4.35653,-9999,-9999,-9999,-9999,0.712888,10.7167,-9999,-9999,-9999,-9999,4.29836,3.0207,1,0.263696,2.50411,3.36496,3.53111,1,1,1,2.84327,2.84307,3.48935,3.93978,0.339154,0.212174,0.338954,0.441305,3.45854,3.46394,3.61868,3.70593,0.0391574,0.038612,0.0457908,0.0722272,-9999,-9999
20100112,1/12/2010,2010,1,12,-7.058,1,152.631,59.453,1,216.567,0,1.053,1,98.59,1,0,1,2.663,1,0.698875,1,46.45833333,1,114.3333333,1,-9999,0,400.454,1,-9999,15.867,5.022,13.85,-9999,0,0,0,-9999,1,3.9323,-9999,-9999,-9999,-9999,0.832991,11.8083,-9999,-9999,-9999,-9999,4.67132,3.80702,1,0.270427,3.67095,3.88158,3.9322,1,1,1,2.73924,2.73924,3.4552,3.92008,-0.931707,-0.931707,-0.455809,-0.0121163,3.27471,3.28517,3.5695,3.68331,0.00949494,0.00947692,0.0116041,0.0513989,-9999,-9999
20100113,1/13/2010,2010,1,13,-9.388,1,153.892,48.707,1,220.967,0,1.252,1,98.979,1,0,1,2.021,1,0.535958333,1,50.875,1,93.66666667,1,-9999,0,396.783,1,-9999,15.92,5.024,13.842,-9999,0,0,0,-9999,1,6.63803,-9999,-9999,-9999,-9999,1.10693,1.90833,-9999,-9999,-9999,-9999,4.41148,3.07202,1,0.271349,2.99425,3.12188,3.23867,1,0.958333,0.875,2.04501,2.05206,2.91488,3.43218,-0.94924,-0.691291,-0.264232,0.188073,2.79972,2.81627,3.13583,3.38566,0,0,0,0.0384137,-9999,-9999
20100114,1/14/2010,2010,1,14,-3.2,1,155.208,55.185,1,223.777,0,1.246,1,99.313,1,0,1,1.354,1,0.306,0.958333333,59,1,106.125,1,-9999,-9999,404.875,1,-9999,15.866,5.022,13.868,-9999,0,0,0,-9999,1,-0.571877,-9999,-9999,-9999,-9999,0.487153,2.23531,-9999,-9999,-9999,-9999,5.97007,3.1604,1,0.326002,2.80666,3.38483,3.98569,1,0.791667,0.916667,3.22511,3.22493,3.69725,4.85718,0.418452,0.39489,0.474582,0.894928,3.37526,3.3992,3.80101,4.28811,0,0,0,0.0292029,-9999,-9999
20100115,1/15/2010,2010,1,15,0.233,1,156.58,44.395,1,260.894,0,1.807,1,98.917,1,0,1,2.162,1,0.571333333,1,52.54166667,1,85.375,1,-9999,0,416.667,1,-9999,15.867,5.022,13.85,-9999,0,0,0,-9999,1,-1.8647,-9999,-9999,-9999,-9999,0.50755,-14.7583,-9999,-9999,-9999,-9999,6.97359,4.48874,0.958333,0.368366,4.14416,4.50194,5.10895,1,0.958333,0.916667,3.86506,3.85835,4.17803,5.67098,-0.286829,-0.303946,-0.174526,0.460953,3.57355,3.58451,3.96415,4.68356,0,0,0,0.0151424,-9999,-9999
20100116,1/16/2010,2010,1,16,0.158,1,158.006,109.287,1,230.532,0,2.072,1,98.999,1,0,1,2.438,1,0.61775,1,64.70833333,1,210.1666667,1,-9999,0,402.783,1,-9999,15.92,5.024,13.842,-9999,0,0,0,-9999,1,1.06314,-9999,-9999,-9999,-9999,0.942333,5.83333,-9999,-9999,-9999,-9999,7.15946,4.29807,1,0.363916,4.04713,4.28524,4.77519,1,1,0.916667,3.89353,3.89353,4.39713,5.81397,-0.153599,-0.18612,0.0607164,1.02332,3.30102,3.32473,3.58543,4.27197,0,0,0,0.00862709,-9999,-9999
20100117,1/17/2010,2010,1,17,-0.521,1,159.486,37.57,1,271.128,0,0.952,1,98.866,1,8.6,1,2.375,1,0.402789474,0.791666667,46.58333333,1,72.25,1,-9999,0,405.6,1,-9999,15.866,5.022,13.868,-9999,0,0,0,-9999,1,-0.21826,-9999,-9999,-9999,-9999,0.554419,-11.084,-9999,-9999,-9999,-9999,6.68248,2.97349,1,0.385262,2.28789,3.18783,4.68862,1,1,0.666667,3.77032,3.77032,4.4831,5.81103,1.48244,1.16535,1.36095,1.48002,3.01258,3.07173,3.13623,3.97636,0.0791348,0,0.0763163,0.0937595,-9999,-9999
20100118,1/18/2010,2010,1,18,-0.683,1,161.02,61.23,1,282.4,0,0.46,1,97.983,1,11.8,1,2.208,1,-9999,0,70.20833333,1,117.75,1,-9999,0,398.633,1,-9999,15.867,5.022,13.85,-9999,0,0,0,-9999,1,1.06549,-9999,-9999,-9999,-9999,0.707566,-20.7936,-9999,-9999,-9999,-9999,6.55289,3.7809,1,0.275882,3.11633,3.80416,4.65892,1,1,0.833333,3.77684,3.77684,4.4768,5.90563,0.660513,0.43427,0.654541,1.20323,2.82874,2.90178,2.99323,4.1173,0.298389,0,0.298389,0.344118,-9999,-9999
20100119,1/19/2010,2010,1,19,-0.233,1,162.608,18.612,1,287.534,0,0.16,1,98.345,1,6.6,1,0.846,1,0.274357143,0.583333333,47.58333333,1,35.79166667,1,-9999,0,406.067,1,-9999,15.92,5.024,13.842,-9999,0,0,0,-9999,1,-0.342186,-9999,-9999,-9999,-9999,1.04382,-10.6718,-9999,-9999,-9999,-9999,6.43673,3.77136,1,0.27749,3.06804,3.86013,5.0702,1,1,0.875,3.94056,3.93653,4.59974,5.88396,0.872516,0.717535,0.847222,1.19424,2.83944,2.82824,2.87591,3.96678,0.23283,0.00957137,0.198635,0.256029,-9999,-9999
20100120,1/20/2010,2010,1,20,-1.183,1,164.248,15.405,1,240.738,0,0.45,1,98.345,1,0.6,1,1.321,1,-9999,0,39.25,1,29.625,1,-9999,0,407.433,1,-9999,15.866,5.022,13.868,-9999,0,0,0,-9999,1,-0.674831,-9999,-9999,-9999,-9999,0.732641,-29.9771,-9999,-9999,-9999,-9999,3.83891,4.49739,1,0.389213,4.0643,4.44598,4.95982,1,1,0.791667,3.69613,3.65231,4.17774,5.21094,-0.390593,-0.612956,-0.292194,0.369976,2.85809,2.50909,2.99615,3.61504,0.137206,0.00714026,0.128825,0.148896,-9999,-9999
20100121,1/21/2010,2010,1,21,-2.758,1,165.94,114.357,1,206.598,0,1.648,1,99.135,1,0,1,1.717,1,0.38365,0.833333333,56.75,1,219.9166667,1,-9999,-9999,402.225,1,-9999,15.867,5.022,13.85,-9999,0,0,0,-9999,1,17.9545,-9999,-9999,-9999,-9999,2.25762,-9.81635,-9999,-9999,-9999,-9999,5.77738,3.39408,0.958333,0.285569,2.09008,3.38071,4.29309,1,0.958333,0.458333,3.11252,3.10165,3.54797,4.42382,1.02244,0.053707,0.823539,0.977298,2.64344,2.0808,2.75478,3.35924,0.598212,0.0132443,0.399113,0.716893,-9999,-9999
20100122,1/22/2010,2010,1,22,-3.267,1,167.683,106.253,1,207.87,0,1.993,1,98.789,1,0,1,2.167,1,0.425583333,1,61.54166667,1,204.3333333,1,-9999,0,402.812,1,-9999,15.92,5.024,13.842,-9999,0,0,0,-9999,1,13.2013,-9999,-9999,-9999,-9999,2.18892,-16.975,-9999,-9999,-9999,-9999,5.79552,3.0103,1,0.293244,1.81826,3.00571,3.99668,1,1,0.791667,2.76785,2.76134,3.12929,3.94719,0.949587,-0.151951,0.753125,0.949587,2.37787,1.76997,2.49495,3.15306,0.361038,0.00902177,0.17912,0.626231,-9999,-9999
20100123,1/23/2010,2010,1,23,-4.904,1,169.477,120.402,1,191.771,0,2.327,1,99.434,1,0,1,1.367,1,0.281818182,0.916666667,72.54166667,1,231.5416667,1,-9999,0,402,1,-9999,15.866,5.022,13.868,-9999,0,0,0,-9999,1,14.821,-9999,-9999,-9999,-9999,1.62014,11.175,-9999,-9999,-9999,-9999,4.62773,3.92868,0.75,0.31735,3.24392,3.4444,3.5308,0.541667,0.791667,0.583333,2.24356,2.24356,2.65608,3.41813,-1.16586,-0.922477,-0.668617,-0.0663196,2.13572,1.66356,2.15357,2.78363,0.221467,0,0.0893049,0.519967,-9999,-9999
20100124,1/24/2010,2010,1,24,-1.271,1,171.321,53.668,1,261.292,0,1.395,1,99.198,1,0.9,1,1.817,1,0.335809524,0.875,62.875,1,103.2083333,1,-9999,0,404.162,1,-9999,15.867,5.022,13.85,-9999,0,0,0,-9999,1,0.109099,-9999,-9999,-9999,-9999,1.60453,18.2538,-9999,-9999,-9999,-9999,5.37913,3.42223,0.958333,0.317717,2.71618,3.1259,3.40729,1,0.958333,0.958333,2.6706,2.66511,3.00568,3.70261,-0.0455718,-0.0498499,0.0952892,0.202951,2.48531,2.1791,2.46367,2.80428,0.038732,0,0.037794,0.0857238,-9999,-9999
20100125,1/25/2010,2010,1,25,8.679,1,173.214,12.805,1,349.825,0,0.242,1,97.274,1,31.5,1,4.088,1,0.956714286,0.583333333,48.625,1,24.625,1,-9999,0,396.121,1,-9999,15.92,5.024,13.842,-9999,0,0,0,-9999,1,12.3347,-9999,-9999,-9999,-9999,1.30877,-53.9083,-9999,-9999,-9999,-9999,6.46203,1.31294,1,0.240124,1.31294,1.67883,2.04385,1,0.958333,1,4.40607,4.03934,4.32624,5.02949,3.09314,2.35211,3.0133,3.30202,3.12581,2.86158,2.94655,3.12581,0,0,0,0,-9999,-9999
20100126,1/26/2010,2010,1,26,0.658,1,175.155,64.133,1,246.819,0,1.902,1,97.255,1,0,1,2.342,1,0.633208333,1,49.45833333,1,123.3333333,1,-9999,0,405.867,1,-9999,15.866,5.022,13.868,-9999,0,0,0,-9999,1,18.6004,-9999,-9999,-9999,-9999,2.10005,-12.2708,-9999,-9999,-9999,-9999,4.53607,3.11193,1,0.371339,2.67329,3.31285,4.48895,1,0.875,0.625,2.73961,2.73656,2.98781,3.50701,0.0663198,-1.20937,0.0480195,0.125368,2.16396,2.14733,2.17308,2.2538,0,0,0,0,-9999,-9999
20100127,1/27/2010,2010,1,27,-1.983,1,177.144,69.832,1,217.808,0,1.963,1,98.539,1,0,1,2.196,1,0.548954545,0.916666667,43.66666667,1,134.2916667,1,-9999,0,404.396,1,-9999,15.867,5.022,13.85,-9999,0,0,0,-9999,1,14.2352,-9999,-9999,-9999,-9999,1.76282,10.8604,-9999,-9999,-9999,-9999,4.93091,2.88907,0.916667,0.27133,2.10139,2.88907,4.17511,1,0.916667,0.958333,2.19053,2.31322,2.72074,3.20829,-0.0205629,-0.707972,-0.0252856,0.204898,1.88761,1.88999,1.97561,2.09971,0,0,0,0,-9999,-9999
20100128,1/28/2010,2010,1,28,-5.604,1,179.181,34.537,1,236.898,0,0.895,1,98.493,1,3.8,1,2.729,1,0.724541667,1,31.95833333,1,66.41666667,1,-9999,-9999,403.204,1,-9999,15.92,5.024,13.842,-9999,0,0,0,-9999,1,4.62658,-9999,-9999,-9999,-9999,1.24998,-19.1415,-9999,-9999,-9999,-9999,5.84369,2.71511,1,0.23405,2.34503,2.6861,3.07927,1,1,1,1.59573,1.79095,2.55112,2.78058,-0.749292,-0.585588,-0.429596,-0.192513,1.77293,1.78354,1.89509,2.16061,0,0,0,0,-9999,-9999
20100129,1/29/2010,2010,1,29,-13.829,1,181.263,129.112,1,151.784,0,1.341,1,98.799,1,0,1,4.421,1,1.303291667,1,71.45833333,1,248.2916667,1,-9999,0,394.571,1,-9999,15.866,5.022,13.868,-9999,0,0,0,-9999,1,28.4996,-9999,-9999,-9999,-9999,2.1883,65.9583,-9999,-9999,-9999,-9999,5.31432,3.05467,1,0.228136,3.01761,3.09027,3.12929,1,1,1,0.696706,0.891398,1.54549,1.88518,-2.32091,-2.12328,-1.56912,-1.2411,1.23445,1.27098,1.37759,1.5334,0,0,0,0,-9999,-9999
