TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20010101,8.062,0,172.214,122.53,1,258.526,0,4.984,0,99.723,0,0,1,2.006,0,-9999,0,-9999,0,253.7578542,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,80.1381,0,110.121,-9999,-9999,-9999,69.1653,0,95.0426,-9999,-9999,-9999,-0.705961,0,-9999,-0.761617,-0.726059,-0.708224,0,0,0,0.810118,0.557449,0.823255,1.06745,1.70107,1.32034,1.57174,1.78651,1.5112,1.09196,1.41269,1.51122,1.77791,1.77791,1.93414,2.0134,-9999,-9999
20010102,9.176,0,172.839,108.61,1,263.426,0,5.698,0,100.161,0,0,1,2.437,0,-9999,0,-9999,0,225.0220833,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,72.9266,0,100.284,-9999,-9999,-9999,72.673,0,99.9352,-9999,-9999,-9999,-1.14481,0,-9999,-1.16485,-1.08916,-0.997722,0,0,0,0.869922,0.597776,0.874004,1.11376,2.19238,1.54886,1.98614,2.29816,1.5397,1.1628,1.43933,1.53972,1.71986,1.71986,1.83829,1.93319,-9999,-9999
20010103,9.937,0,173.522,132.525,1,272.166,0,5.97,0,100.302,0,0,1,1.492,0,-9999,0,-9999,0,274.3905833,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,70.0966,0,96.567,-9999,-9999,-9999,81.0784,0,111.696,-9999,-9999,-9999,-1.14072,0,-9999,-1.19803,-1.14072,-1.09845,0,0,0,0.910026,0.62485,0.910026,1.14546,2.18766,1.78228,2.05545,2.33524,1.55943,1.21063,1.45778,1.55945,1.85653,1.85653,2.01928,2.09958,-9999,-9999
20010104,9.179,0,174.262,137.068,1,264.763,0,5.308,0,99.875,0,0,1,1.002,0,-9999,0,-9999,0,283.7693958,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,80.1381,0,110.4,-9999,-9999,-9999,69.1653,0,95.2841,-9999,-9999,-9999,-0.705961,0,-9999,-0.761617,-0.726059,-0.708224,0,0,0,0.872676,0.599555,0.875534,1.11402,1.75778,1.36225,1.62222,1.83309,1.53891,1.16524,1.4386,1.53893,1.87173,1.87173,2.03924,2.11797,-9999,-9999
20010105,8.9,0,175.061,131.773,1,264.651,0,5.374,0,99.522,0,0,1,1.055,0,-9999,0,-9999,0,272.8389375,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,72.9266,0,100.72,-9999,-9999,-9999,72.673,0,100.37,-9999,-9999,-9999,-1.14481,0,-9999,-1.16485,-1.08916,-0.997722,0,0,0,0.856959,0.588986,0.862479,1.10245,2.17952,1.54014,1.97326,2.28799,1.53202,1.14691,1.43215,1.53204,1.84916,1.84916,2.01122,2.09142,-9999,-9999
20010106,9.418,0,175.916,122.133,1,270.523,0,5.828,0,99.291,0,0,1,1.488,0,-9999,0,-9999,0,252.9390625,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,70.0966,0,96.8118,-9999,-9999,-9999,81.0784,0,111.979,-9999,-9999,-9999,-1.14072,0,-9999,-1.19803,-1.14072,-1.09845,0,0,0,0.878067,0.603434,0.882613,1.12382,2.16023,1.76091,2.02655,2.31687,1.54756,1.1742,1.44667,1.54758,1.79538,1.79538,1.94704,2.02608,-9999,-9999
20010107,11.139,0,176.829,88.361,1,302.995,0,8.352,0,98.941,0,0,1,3.033,0,-9999,-9999,-9999,-9999,183.2200833,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,80.1381,0,110.68,-9999,-9999,-9999,69.1653,0,95.5257,-9999,-9999,-9999,-0.705961,0,-9999,-0.761617,-0.726059,-0.708224,0,0,0,0.973066,0.667455,0.973066,1.18997,1.85399,1.42969,1.72417,1.91502,1.59078,1.26381,1.48708,1.5908,1.48772,1.48772,1.56719,1.65594,-9999,-9999
20010108,9.663,0,177.798,42.298,1,331.373,0,2.627,0,98.827,0,0,1,2.788,0,-9999,0,-9999,0,88.1299375,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,72.9266,0,100.72,-9999,-9999,-9999,72.673,0,100.37,-9999,-9999,-9999,-1.14481,0,-9999,-1.16485,-1.08916,-0.997722,0,0,0,0.880713,0.605565,0.888421,1.13385,2.21071,1.55635,2.00197,2.31789,1.55738,1.18099,1.45586,1.5574,0.981959,0.9655,0.998106,1.06119,-9999,-9999
20010109,8.147,0,178.824,77.205,1,300.42,0,1.931,0,99.046,0,0,1,2.249,0,-9999,0,-9999,0,160.1912708,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,70.0966,0,96.8118,-9999,-9999,-9999,81.0784,0,111.979,-9999,-9999,-9999,-1.14072,0,-9999,-1.19803,-1.14072,-1.09845,0,0,0,0.800796,0.551591,0.819794,1.0704,2.093,1.70921,1.95603,2.27252,1.51799,1.08547,1.41904,1.51801,1.3389,1.3389,1.4088,1.48972,-9999,-9999
20010110,8.647,0,179.905,20.084,1,308.628,0,2.444,0,98.423,0,0,1,5.338,0,-9999,0,-9999,0,42.27204167,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,80.1381,0,110.68,-9999,-9999,-9999,69.1653,0,95.5257,-9999,-9999,-9999,-0.705961,0,-9999,-0.761617,-0.726059,-0.708224,0,0,0,0.8252,0.568132,0.841369,1.09121,1.7235,1.3307,1.58145,1.81027,1.53163,1.11527,1.43179,1.53165,0.597243,0.551777,0.595011,0.621575,-9999,-9999
20010111,7.636,0,181.043,59.439,1,318.131,0,1.862,0,98.323,0,0,1,4.896,0,-9999,0,-9999,0,123.51575,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,72.9266,0,100.72,-9999,-9999,-9999,72.673,0,100.37,-9999,-9999,-9999,-1.14481,0,-9999,-1.16485,-1.08916,-0.997722,0,0,0,0.770691,0.531352,0.794924,1.0488,2.10859,1.48255,1.89726,2.24361,1.50578,1.05049,1.40762,1.5058,1.18638,1.18638,1.2294,1.30209,-9999,-9999
20010112,8.011,0,182.234,137.852,1,288.136,0,2.64,0,99.045,0,0,1,1.537,0,-9999,0,-9999,0,285.3875,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,70.0966,0,96.8118,-9999,-9999,-9999,81.0784,0,111.979,-9999,-9999,-9999,-1.14072,0,-9999,-1.19803,-1.14072,-1.09845,0,0,0,0.793046,0.546372,0.813299,1.06465,2.08595,1.70402,1.94875,2.26787,1.51465,1.07637,1.41592,1.51467,1.92641,1.92641,2.11261,2.17943,-9999,-9999
20010113,7.726,0,183.481,99.684,1,307.814,0,2.582,0,99.895,0,0,1,1.302,0,-9999,0,-9999,0,206.5949167,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,80.1381,0,96.5003,-9999,-9999,-9999,69.1653,0,82.2884,-9999,-9999,-9999,-0.705961,0,-9999,-0.761617,-0.726059,-0.708224,0,0,0,0.778749,0.536699,0.800835,1.05284,1.67869,1.2995,1.53653,1.7719,1.50705,1.05909,1.40881,1.50707,1.61004,1.61004,1.71617,1.80828,-9999,-9999
20010114,7.247,0,184.781,138.118,1,273.973,0,2.761,0,99.97,0,0,1,1.766,0,-9999,-9999,-9999,-9999,285.9369583,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,72.9266,0,88.4383,-9999,-9999,-9999,72.673,0,87.0813,-9999,-9999,-9999,-1.14481,0,-9999,-1.16485,-1.08916,-0.997722,0,0,0,0.753983,0.519957,0.779409,1.03282,2.09097,1.47128,1.87996,2.22903,1.49446,1.02932,1.39704,1.49448,1.92377,1.92377,2.10958,2.17656,-9999,-9999
20010115,5.093,0,186.134,136.64,1,234.543,0,4.567,0,99.463,0,0,1,2.879,0,-9999,0,-9999,0,282.8868958,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,70.0966,0,85.8653,-9999,-9999,-9999,81.0784,0,99.0153,-9999,-9999,-9999,-1.14072,0,-9999,-1.19803,-1.14072,-1.09845,0,0,0,0.651026,0.450135,0.683986,0.943727,1.94658,1.60853,1.80864,2.16611,1.43506,0.903143,1.34151,1.43508,1.91038,1.91038,2.09194,2.16188,-9999,-9999
20010116,4.872,0,187.54,147.954,1,225.539,0,4.884,0,99.617,0,0,1,3.032,0,-9999,0,-9999,0,306.2415208,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,80.1381,0,98.849,-9999,-9999,-9999,69.1653,0,85.3143,-9999,-9999,-9999,-0.705961,0,-9999,-0.761617,-0.726059,-0.708224,0,0,0,0.640666,0.443102,0.673593,0.934602,1.54272,1.20665,1.40466,1.65066,1.4289,0.890376,1.33576,1.42892,1.99163,1.99163,2.19735,2.2513,-9999,-9999
20010117,4.537,0,188.999,146.131,1,229.388,0,4.229,0,100.169,0,0,1,2.329,0,-9999,0,-9999,0,302.4792083,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,72.9266,0,90.8475,-9999,-9999,-9999,72.673,0,90.5316,-9999,-9999,-9999,-1.14481,0,-9999,-1.16485,-1.08916,-0.997722,0,0,0,0.628028,0.434435,0.660594,0.921144,1.96439,1.38651,1.75377,2.12845,1.41859,0.873837,1.32611,1.4186,1.97575,1.97575,2.1779,2.23365,-9999,-9999
20010118,6.568,0,190.508,125.135,1,273.445,0,4.427,0,100.054,0,0,1,1.46,0,-9999,0,-9999,0,259.1362708,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,70.0966,0,88.1809,-9999,-9999,-9999,81.0784,0,101.996,-9999,-9999,-9999,-1.14072,0,-9999,-1.19803,-1.14072,-1.09845,0,0,0,0.730336,0.503651,0.755536,1.00553,2.02053,1.66175,1.88434,2.21685,1.47283,0.997433,1.37682,1.47285,1.8153,1.8153,1.97745,2.05584,-9999,-9999
20010119,8.818,0,192.069,120.867,1,285.455,0,4.01,0,99.927,0,0,1,0.881,0,-9999,0,-9999,0,250.3244167,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,80.1381,0,101.931,-9999,-9999,-9999,69.1653,0,87.9743,-9999,-9999,-9999,-0.705961,0,-9999,-0.761617,-0.726059,-0.708224,0,0,0,0.840532,0.578283,0.852426,1.0986,1.7346,1.34089,1.59899,1.81766,1.53396,1.13143,1.43397,1.53398,1.72667,1.72667,1.87934,1.95598,-9999,-9999
20010120,8.962,0,193.68,91.521,1,281.16,0,4.796,0,99.786,0,0,1,2.279,0,-9999,0,-9999,0,189.7447708,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,72.9266,0,94.557,-9999,-9999,-9999,72.673,0,94.2282,-9999,-9999,-9999,-1.14481,0,-9999,-1.16485,-1.08916,-0.997722,0,0,0,0.852999,0.586551,0.861553,1.10487,2.17971,1.5376,1.97208,2.29113,1.53608,1.14472,1.43595,1.5361,1.65726,1.65726,1.74218,1.84162,-9999,-9999
20010121,9.901,0,195.341,106.161,1,292.204,0,5.04,0,99.756,0,0,1,1.666,0,-9999,-9999,-9999,-9999,219.9662917,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,70.0966,0,107.84,-9999,-9999,-9999,81.0784,0,124.735,-9999,-9999,-9999,-1.14072,0,-9999,-1.19803,-1.14072,-1.09845,0,0,0,0.901441,0.619287,0.903372,1.14393,2.18335,1.77663,2.04974,2.33504,1.56076,1.20284,1.45901,1.56078,1.70029,1.70029,1.81939,1.91144,-9999,-9999
20010122,10.079,0,197.05,144.882,1,287.025,0,4.836,0,99.51,0,0,1,1.212,0,-9999,0,-9999,0,299.9004375,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,80.1381,0,123.288,-9999,-9999,-9999,69.1653,0,106.407,-9999,-9999,-9999,-0.705961,0,-9999,-0.761617,-0.726059,-0.708224,0,0,0,0.910876,0.625658,0.911457,1.15138,1.79873,1.38804,1.66167,1.87044,1.56537,1.2141,1.46332,1.56539,1.94399,1.94399,2.1456,2.19737,-9999,-9999
20010123,10.228,0,198.806,56.972,1,310.464,0,3.892,0,99.269,0,0,1,3.634,0,-9999,0,-9999,0,118.4232917,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,72.9266,0,112.194,-9999,-9999,-9999,72.673,0,111.804,-9999,-9999,-9999,-1.14481,0,-9999,-1.16485,-1.08916,-0.997722,0,0,0,0.916012,0.629225,0.916867,1.15765,2.24101,1.57995,2.03392,2.33803,1.57019,1.22127,1.46783,1.57021,1.14537,1.14537,1.18964,1.26005,-9999,-9999
20010124,7.504,0,200.61,56.49,1,315.684,0,1.333,0,99.435,0,0,1,1.707,0,-9999,0,-9999,0,117.427625,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,70.0966,0,107.84,-9999,-9999,-9999,81.0784,0,124.735,-9999,-9999,-9999,-1.14072,0,-9999,-1.19803,-1.14072,-1.09845,0,0,0,0.764202,0.526955,0.7892,1.0433,2.05984,1.68469,1.92173,2.2506,1.50218,1.04257,1.40426,1.5022,1.21276,1.21276,1.25078,1.32449,-9999,-9999
20010125,6.362,0,202.461,40.705,1,307.213,0,1.492,0,99.702,0,0,1,3.77,0,-9999,0,-9999,0,84.84204167,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,80.1381,0,123.288,-9999,-9999,-9999,69.1653,0,106.407,-9999,-9999,-9999,-0.705961,0,-9999,-0.761617,-0.726059,-0.708224,0,0,0,0.706657,0.488012,0.738964,0.995718,1.61081,1.25111,1.46565,1.71316,1.4717,0.972953,1.37576,1.47172,0.933645,0.920221,0.950975,1.01022,-9999,-9999
20010126,6.245,0,204.357,114.624,1,280.552,0,1.955,0,99.065,0,0,1,1.883,0,-9999,0,-9999,0,237.4373125,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,72.9266,0,112.194,-9999,-9999,-9999,72.673,0,111.804,-9999,-9999,-9999,-1.14481,0,-9999,-1.16485,-1.08916,-0.997722,0,0,0,0.701995,0.484821,0.734508,0.990944,2.04155,1.43637,1.82972,2.19211,1.46816,0.966919,1.37245,1.46818,1.84651,1.84651,1.98057,2.07215,-9999,-9999
20010127,6.829,0,206.297,139.441,1,243.056,0,4.555,0,98.749,0,0,1,2.733,0,-9999,0,-9999,0,288.6673958,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,70.0966,0,107.84,-9999,-9999,-9999,81.0784,0,124.735,-9999,-9999,-9999,-1.14072,0,-9999,-1.19803,-1.14072,-1.09845,0,0,0,0.742378,0.511817,0.766259,1.01611,2.03252,1.66984,1.89631,2.22589,1.48015,1.01221,1.38366,1.48017,1.90797,1.90797,2.08727,2.16001,-9999,-9999
20010128,6.55,0,208.282,152.06,1,245.936,0,4.153,0,99.391,0,0,1,2.095,0,-9999,-9999,-9999,-9999,314.7187708,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,80.1381,0,123.288,-9999,-9999,-9999,69.1653,0,106.407,-9999,-9999,-9999,-0.705961,0,-9999,-0.761617,-0.726059,-0.708224,0,0,0,0.723178,0.498983,0.751168,1.00414,1.62318,1.2621,1.48408,1.72245,1.4744,0.990682,1.37829,1.47442,1.97991,1.97991,2.18386,2.24111,-9999,-9999
20010129,6.503,0,210.309,80.741,1,283.288,0,2.224,0,99.992,0,0,1,2.029,0,-9999,0,-9999,0,167.4903125,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,72.9266,0,112.194,-9999,-9999,-9999,72.673,0,111.804,-9999,-9999,-9999,-1.14481,0,-9999,-1.16485,-1.08916,-0.997722,0,0,0,0.715435,0.493902,0.746101,1.00173,2.0543,1.44539,1.8427,2.20161,1.47491,0.983037,1.37877,1.47493,1.44661,1.44661,1.51846,1.60653,-9999,-9999
20010130,6.19,0,212.378,89.499,1,249.045,0,4.238,0,100.058,0,0,1,2.057,0,-9999,0,-9999,0,185.5697292,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,70.0966,0,107.319,-9999,-9999,-9999,81.0784,0,124.132,-9999,-9999,-9999,-1.14072,0,-9999,-1.19803,-1.14072,-1.09845,0,0,0,0.707229,0.48813,0.736597,0.989369,2.00022,1.64628,1.86308,2.20405,1.46405,0.97073,1.36861,1.46407,1.55027,1.55027,1.63098,1.72457,-9999,-9999
20010131,6.702,0,214.487,163.321,1,244.225,0,4.797,0,100.033,0,0,1,2.269,0,-9999,0,-9999,0,337.9648333,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,80.1381,0,122.216,-9999,-9999,-9999,69.1653,0,105.482,-9999,-9999,-9999,-0.705961,0,-9999,-0.761617,-0.726059,-0.708224,0,0,0,0.736765,0.50799,0.761066,1.01082,1.63316,1.27114,1.49838,1.72985,1.47648,1.00511,1.38023,1.4765,2.10007,2.10007,2.3121,2.38255,-9999,-9999
20010201,7.349,0,216.637,143.206,1,262.377,0,4.687,0,100.247,0,0,1,1.521,0,-9999,0,-9999,0,296.4408958,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,72.9266,0,110.512,-9999,-9999,-9999,72.673,0,110.127,-9999,-9999,-9999,-1.14481,0,-9999,-1.16485,-1.08916,-0.997722,0,0,0,0.771743,0.531586,0.790816,1.03794,2.10154,1.48302,1.89297,2.23176,1.49301,1.04663,1.39569,1.49303,1.98641,1.98641,2.17792,2.24755,-9999,-9999
20010202,8.786,0,218.826,138.344,1,286.579,0,5.047,0,100.365,0,0,1,1.36,0,-9999,0,-9999,0,286.4042083,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,70.0966,0,105.717,-9999,-9999,-9999,81.0784,0,122.079,-9999,-9999,-9999,-1.14072,0,-9999,-1.19803,-1.14072,-1.09845,0,0,0,0.848107,0.583112,0.855935,1.09774,2.13045,1.74076,1.99675,2.29315,1.53005,1.13742,1.43031,1.53007,1.96602,1.96602,2.14463,2.22597,-9999,-9999
20010203,12.381,0,221.053,166.679,1,298.62,0,5.994,0,100.116,0,0,1,2.261,0,-9999,0,-9999,0,344.8976667,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,80.1381,0,120.283,-9999,-9999,-9999,69.1653,0,103.642,-9999,-9999,-9999,-0.705961,0,-9999,-0.761617,-0.726059,-0.708224,0,0,0,1.05076,0.719472,1.05076,1.23576,1.92003,1.48161,1.80176,1.95676,1.61878,1.30977,1.52034,1.6188,2.1161,2.1161,2.33912,2.39122,-9999,-9999
20010204,13.253,0,223.316,164.97,1,297.055,0,5.671,0,99.939,0,0,1,1.569,0,-9999,-9999,-9999,-9999,341.3697083,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,72.9266,0,108.932,-9999,-9999,-9999,72.673,0,108.374,-9999,-9999,-9999,-1.14481,0,-9999,-1.16485,-1.08916,-0.997722,0,0,0,1.10263,0.754282,1.09844,1.26762,2.40126,1.70473,2.20274,2.44908,1.63934,1.3424,1.56332,1.63936,2.10031,2.10031,2.31741,2.37427,-9999,-9999
20010205,11.651,0,225.616,169.409,1,266.68,0,5.403,0,99.472,0,0,1,1.116,0,-9999,0,-9999,0,350.5330625,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,70.0966,0,104.026,-9999,-9999,-9999,81.0784,0,120.123,-9999,-9999,-9999,-1.14072,0,-9999,-1.19803,-1.14072,-1.09845,0,0,0,1.00981,0.691914,1.00981,1.20595,2.27641,1.85418,2.1505,2.39714,1.60068,1.28206,1.4975,1.6007,2.12203,2.12203,2.34627,2.39813,-9999,-9999
20010206,7.685,0,227.95,112.511,1,276.377,0,2.663,0,98.815,0,0,1,2.366,0,-9999,0,-9999,0,233.0753958,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,80.1381,0,118.349,-9999,-9999,-9999,69.1653,0,101.974,-9999,-9999,-9999,-0.705961,0,-9999,-0.761617,-0.726059,-0.708224,0,0,0,0.775318,0.534417,0.79827,1.05101,1.67607,1.29721,1.53273,1.77007,1.5064,1.05538,1.4082,1.50642,1.7079,1.7079,1.83782,1.91896,-9999,-9999
20010207,6.445,0,230.318,179.138,1,240.588,0,5.508,0,98.698,0,0,1,3.889,0,-9999,0,-9999,0,370.6164167,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,72.9266,0,107.465,-9999,-9999,-9999,72.673,0,106.929,-9999,-9999,-9999,-1.14481,0,-9999,-1.16485,-1.08916,-0.997722,0,0,0,0.715965,0.494161,0.745491,0.999627,2.05309,1.4457,1.84208,2.19925,1.47224,0.982587,1.37627,1.47226,2.2125,2.2125,2.42761,2.52263,-9999,-9999
20010208,6.456,0,232.719,171.666,1,254.381,0,5.97,0,99.137,0,0,1,2.156,0,-9999,0,-9999,0,355.1926875,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,70.0966,0,102.604,-9999,-9999,-9999,81.0784,0,118.497,-9999,-9999,-9999,-1.14072,0,-9999,-1.19803,-1.14072,-1.09845,0,0,0,0.720206,0.496928,0.748092,1.00048,2.01301,1.655,1.87593,2.21339,1.47134,0.986601,1.37542,1.47135,2.13782,2.13782,2.3488,2.43361,-9999,-9999
20010209,6.71,0,235.151,39.864,1,319.728,0,2.576,0,98.962,0,0,1,4.784,0,-9999,0,-9999,0,83.10647917,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,80.1381,0,116.513,-9999,-9999,-9999,69.1653,0,100.405,-9999,-9999,-9999,-0.705961,0,-9999,-0.761617,-0.726059,-0.708224,0,0,0,0.723012,0.499114,0.75361,1.01012,1.62719,1.26211,1.48105,1.72797,1.48138,0.993114,1.38481,1.48139,0.998982,0.964162,0.999026,1.06868,-9999,-9999
20010210,6.299,0,237.614,73.856,1,324.608,0,1.121,0,98.694,0,0,1,4.184,0,-9999,0,-9999,0,153.2779375,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,72.9266,0,105.754,-9999,-9999,-9999,72.673,0,105.223,-9999,-9999,-9999,-1.14481,0,-9999,-1.16485,-1.08916,-0.997722,0,0,0,0.702468,0.485206,0.735616,0.99299,2.04313,1.43672,1.83092,2.19425,1.47033,0.968198,1.37449,1.47035,1.46253,1.46253,1.52512,1.61557,-9999,-9999
20010211,5.897,0,240.107,84.581,1,320.74,0,0.998,0,98.607,0,0,1,4.807,0,-9999,-9999,-9999,-9999,175.4174167,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,70.0966,0,101.149,-9999,-9999,-9999,81.0784,0,116.814,-9999,-9999,-9999,-1.14072,0,-9999,-1.19803,-1.14072,-1.09845,0,0,0,0.682597,0.471747,0.716319,0.976269,1.98136,1.62987,1.84226,2.19479,1.45947,0.944032,1.36433,1.45949,1.46022,1.46022,1.53502,1.62289,-9999,-9999
20010212,4.689,0,242.627,68.93,1,289.241,0,1.583,0,98.699,0,0,1,2.12,0,-9999,0,-9999,0,143.1087292,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,80.1381,0,115.555,-9999,-9999,-9999,69.1653,0,99.5778,-9999,-9999,-9999,-0.705961,0,-9999,-0.761617,-0.726059,-0.708224,0,0,0,0.627379,0.434227,0.660786,0.926582,1.5319,1.19778,1.39055,1.64203,1.42534,0.875562,1.33243,1.42536,1.42437,1.42437,1.47535,1.56252,-9999,-9999
20010213,7.243,0,245.174,162.404,1,283.453,0,3.803,0,98.097,0,0,1,2.266,0,-9999,0,-9999,0,336.0714375,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,72.9266,0,104.627,-9999,-9999,-9999,72.673,0,104.264,-9999,-9999,-9999,-1.14481,0,-9999,-1.16485,-1.08916,-0.997722,0,0,0,0.767793,0.528889,0.787077,1.03386,2.09723,1.48035,1.88881,2.22793,1.48975,1.04157,1.39264,1.48977,2.0686,2.0686,2.27846,2.34675,-9999,-9999
20010214,7.572,0,247.748,191.946,1,290.542,0,2.467,0,99.177,0,0,1,1.486,0,-9999,0,-9999,0,397.0565,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,70.0966,0,100.059,-9999,-9999,-9999,81.0784,0,115.734,-9999,-9999,-9999,-1.14072,0,-9999,-1.19803,-1.14072,-1.09845,0,0,0,0.77201,0.532103,0.794589,1.04644,2.06509,1.68987,1.92784,2.25249,1.50257,1.05056,1.40462,1.50259,2.27764,2.27764,2.49178,2.60875,-9999,-9999
20010215,7.43,0,250.345,174.505,1,289.99,0,2.953,0,99.555,0,0,1,1.432,0,-9999,0,-9999,0,361.0524375,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,80.1381,0,113.551,-9999,-9999,-9999,69.1653,0,98.0037,-9999,-9999,-9999,-0.705961,0,-9999,-0.761617,-0.726059,-0.708224,0,0,0,0.771181,0.53136,0.791929,1.04112,1.66768,1.2943,1.53175,1.76018,1.49671,1.04759,1.39914,1.49673,2.19502,2.19502,2.41567,2.49271,-9999,-9999
20010216,9.816,0,252.967,185.559,1,284.434,0,4.68,0,99.613,0,5.842,1,2.662,0,-9999,0,-9999,0,384.0210208,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,72.9266,0,102.732,-9999,-9999,-9999,72.673,0,102.375,-9999,-9999,-9999,-1.14481,0,-9999,-1.16485,-1.08916,-0.997722,0,0,0,0.8924,0.613337,0.897206,1.14031,2.21974,1.56413,2.01187,2.32307,1.56011,1.19368,1.45841,1.56013,2.26548,2.26548,2.48482,2.58545,-9999,-9999
20010217,11.033,0,255.612,61.256,1,320.266,0,6.112,0,99.367,0,0,1,3.646,0,-9999,0,-9999,0,127.4151458,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-18.2451,0.6875,70.0966,0,98.0097,-9999,-9999,-9999,81.0784,0,113.365,-9999,-9999,-9999,-1.14072,0,-9999,-1.19803,-1.14072,-1.09845,0,0,0,0.960168,0.658992,0.960168,1.18738,2.23933,1.81607,2.10662,2.37724,1.59049,1.26061,1.48681,1.59051,1.29704,1.29704,1.34033,1.41942,-9999,-9999
